sample_id,paired_sethy_id,paired_sethy_filename,class_name,mask_path,dataset_role
RICESEG_000392,SETHY_000392,BACTERAILBLIGHT4_129.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_129.jpg,XAI_GROUND_TRUTH
RICESEG_000393,SETHY_000393,BACTERAILBLIGHT4_130.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_130.jpg,XAI_GROUND_TRUTH
RICESEG_000394,SETHY_000394,BACTERAILBLIGHT4_131.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_131.jpg,XAI_GROUND_TRUTH
RICESEG_000395,SETHY_000395,BACTERAILBLIGHT4_132.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_132.JPG,XAI_GROUND_TRUTH
RICESEG_000396,SETHY_000396,BACTERAILBLIGHT4_133.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_133.JPG,XAI_GROUND_TRUTH
RICESEG_000397,SETHY_000397,BACTERAILBLIGHT4_134.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_134.JPG,XAI_GROUND_TRUTH
RICESEG_000398,SETHY_000398,BACTERAILBLIGHT4_135.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_135.JPG,XAI_GROUND_TRUTH
RICESEG_000399,SETHY_000399,BACTERAILBLIGHT4_136.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_136.JPG,XAI_GROUND_TRUTH
RICESEG_000400,SETHY_000400,BACTERAILBLIGHT4_137.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_137.JPG,XAI_GROUND_TRUTH
RICESEG_000401,SETHY_000401,BACTERAILBLIGHT4_138.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_138.JPG,XAI_GROUND_TRUTH
RICESEG_000402,SETHY_000402,BACTERAILBLIGHT4_139.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_139.JPG,XAI_GROUND_TRUTH
RICESEG_000403,SETHY_000403,BACTERAILBLIGHT4_140.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_140.JPG,XAI_GROUND_TRUTH
RICESEG_000404,SETHY_000404,BACTERAILBLIGHT4_141.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_141.JPG,XAI_GROUND_TRUTH
RICESEG_000405,SETHY_000405,BACTERAILBLIGHT4_142.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_142.JPG,XAI_GROUND_TRUTH
RICESEG_000406,SETHY_000406,BACTERAILBLIGHT4_143.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_143.JPG,XAI_GROUND_TRUTH
RICESEG_000407,SETHY_000407,BACTERAILBLIGHT4_144.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_144.JPG,XAI_GROUND_TRUTH
RICESEG_000408,SETHY_000408,BACTERAILBLIGHT4_145.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_145.JPG,XAI_GROUND_TRUTH
RICESEG_000409,SETHY_000409,BACTERAILBLIGHT4_146.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_146.JPG,XAI_GROUND_TRUTH
RICESEG_000410,SETHY_000410,BACTERAILBLIGHT4_147.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_147.jpg,XAI_GROUND_TRUTH
RICESEG_000411,SETHY_000411,BACTERAILBLIGHT4_148.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_148.jpg,XAI_GROUND_TRUTH
RICESEG_000412,SETHY_000412,BACTERAILBLIGHT4_149.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_149.jpg,XAI_GROUND_TRUTH
RICESEG_000413,SETHY_000413,BACTERAILBLIGHT4_150.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_150.jpg,XAI_GROUND_TRUTH
RICESEG_000414,SETHY_000414,BACTERAILBLIGHT4_151.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_151.jpg,XAI_GROUND_TRUTH
RICESEG_000415,SETHY_000415,BACTERAILBLIGHT4_152.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_152.jpg,XAI_GROUND_TRUTH
RICESEG_000416,SETHY_000416,BACTERAILBLIGHT4_153.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_153.jpg,XAI_GROUND_TRUTH
RICESEG_000417,SETHY_000417,BACTERAILBLIGHT4_154.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_154.jpg,XAI_GROUND_TRUTH
RICESEG_000418,SETHY_000418,BACTERAILBLIGHT4_155.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_155.jpg,XAI_GROUND_TRUTH
RICESEG_000419,SETHY_000419,BACTERAILBLIGHT4_156.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_156.jpg,XAI_GROUND_TRUTH
RICESEG_000420,SETHY_000420,BACTERAILBLIGHT4_157.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_157.jpg,XAI_GROUND_TRUTH
RICESEG_000421,SETHY_000421,BACTERAILBLIGHT4_158.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_158.jpg,XAI_GROUND_TRUTH
RICESEG_000422,SETHY_000422,BACTERAILBLIGHT4_159.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_159.jpg,XAI_GROUND_TRUTH
RICESEG_000423,SETHY_000423,BACTERAILBLIGHT4_160.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_160.jpg,XAI_GROUND_TRUTH
RICESEG_000424,SETHY_000424,BACTERAILBLIGHT4_161.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_161.jpg,XAI_GROUND_TRUTH
RICESEG_000425,SETHY_000425,BACTERAILBLIGHT4_162.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_162.jpg,XAI_GROUND_TRUTH
RICESEG_000426,SETHY_000426,BACTERAILBLIGHT4_163.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_163.jpg,XAI_GROUND_TRUTH
RICESEG_000427,SETHY_000427,BACTERAILBLIGHT4_164.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_164.jpg,XAI_GROUND_TRUTH
RICESEG_000428,SETHY_000428,BACTERAILBLIGHT4_165.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_165.jpg,XAI_GROUND_TRUTH
RICESEG_000429,SETHY_000429,BACTERAILBLIGHT4_166.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_166.jpg,XAI_GROUND_TRUTH
RICESEG_000430,SETHY_000430,BACTERAILBLIGHT4_167.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_167.jpg,XAI_GROUND_TRUTH
RICESEG_000431,SETHY_000431,BACTERAILBLIGHT4_168.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_168.jpg,XAI_GROUND_TRUTH
RICESEG_000432,SETHY_000432,BACTERAILBLIGHT4_169.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_169.jpg,XAI_GROUND_TRUTH
RICESEG_000433,SETHY_000433,BACTERAILBLIGHT4_170.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_170.jpg,XAI_GROUND_TRUTH
RICESEG_000434,SETHY_000434,BACTERAILBLIGHT4_171.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_171.jpg,XAI_GROUND_TRUTH
RICESEG_000435,SETHY_000435,BACTERAILBLIGHT4_172.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_172.jpg,XAI_GROUND_TRUTH
RICESEG_000436,SETHY_000436,BACTERAILBLIGHT4_173.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_173.jpg,XAI_GROUND_TRUTH
RICESEG_000437,SETHY_000437,BACTERAILBLIGHT4_174.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_174.jpg,XAI_GROUND_TRUTH
RICESEG_000438,SETHY_000438,BACTERAILBLIGHT4_175.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_175.jpg,XAI_GROUND_TRUTH
RICESEG_000439,SETHY_000439,BACTERAILBLIGHT4_176.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_176.jpg,XAI_GROUND_TRUTH
RICESEG_000440,SETHY_000440,BACTERAILBLIGHT4_177.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_177.JPG,XAI_GROUND_TRUTH
RICESEG_000441,SETHY_000441,BACTERAILBLIGHT4_178.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_178.jpg,XAI_GROUND_TRUTH
RICESEG_000442,SETHY_000442,BACTERAILBLIGHT4_179.JPG,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_179.JPG,XAI_GROUND_TRUTH
RICESEG_000443,SETHY_000443,BACTERAILBLIGHT4_180.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_180.jpg,XAI_GROUND_TRUTH
RICESEG_000444,SETHY_000444,BACTERAILBLIGHT4_181.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_181.jpg,XAI_GROUND_TRUTH
RICESEG_000445,SETHY_000445,BACTERAILBLIGHT4_182.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_182.jpg,XAI_GROUND_TRUTH
RICESEG_000446,SETHY_000446,BACTERAILBLIGHT4_183.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_183.jpg,XAI_GROUND_TRUTH
RICESEG_000447,SETHY_000447,BACTERAILBLIGHT4_184.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_184.jpg,XAI_GROUND_TRUTH
RICESEG_000448,SETHY_000448,BACTERAILBLIGHT4_185.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_185.jpg,XAI_GROUND_TRUTH
RICESEG_000449,SETHY_000449,BACTERAILBLIGHT4_186.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_186.jpg,XAI_GROUND_TRUTH
RICESEG_000450,SETHY_000450,BACTERAILBLIGHT4_187.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_187.jpg,XAI_GROUND_TRUTH
RICESEG_000451,SETHY_000451,BACTERAILBLIGHT4_188.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_188.jpg,XAI_GROUND_TRUTH
RICESEG_000452,SETHY_000452,BACTERAILBLIGHT4_189.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_189.jpg,XAI_GROUND_TRUTH
RICESEG_000453,SETHY_000453,BACTERAILBLIGHT4_190.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_190.jpg,XAI_GROUND_TRUTH
RICESEG_000454,SETHY_000454,BACTERAILBLIGHT4_191.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_191.jpg,XAI_GROUND_TRUTH
RICESEG_000455,SETHY_000455,BACTERAILBLIGHT4_192.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_192.jpg,XAI_GROUND_TRUTH
RICESEG_000456,SETHY_000456,BACTERAILBLIGHT4_193.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_193.jpg,XAI_GROUND_TRUTH
RICESEG_000457,SETHY_000457,BACTERAILBLIGHT4_194.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_194.jpg,XAI_GROUND_TRUTH
RICESEG_000458,SETHY_000458,BACTERAILBLIGHT4_195.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_195.jpg,XAI_GROUND_TRUTH
RICESEG_000459,SETHY_000459,BACTERAILBLIGHT4_196.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_196.jpg,XAI_GROUND_TRUTH
RICESEG_000460,SETHY_000460,BACTERAILBLIGHT4_197.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_197.jpg,XAI_GROUND_TRUTH
RICESEG_000461,SETHY_000461,BACTERAILBLIGHT4_198.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_198.jpg,XAI_GROUND_TRUTH
RICESEG_000462,SETHY_000462,BACTERAILBLIGHT4_199.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_199.jpg,XAI_GROUND_TRUTH
RICESEG_000463,SETHY_000463,BACTERAILBLIGHT4_200.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_200.jpg,XAI_GROUND_TRUTH
RICESEG_000464,SETHY_000464,BACTERAILBLIGHT4_201.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT4_201.jpg,XAI_GROUND_TRUTH
