duplicate_group_id,sha256,sample_count,is_duplicate_group,classes,sample_ids
UNIQUE_GROUP_002682,263053cfce1a4963fdacc4f04026b35dd3cfb782a602350d301f2f9aee1263e8,1,False,['Brown spot'],['PRIMARY_001976']
UNIQUE_GROUP_002683,263642b4781f467cd806585201592667c829e98ea8d74172d447275df8f2191e,1,False,['Sheath blight'],['PRIMARY_007699']
UNIQUE_GROUP_002684,2636a6b4c7c236ec2000a8bac4784b690df079c86fa16356a1a844f5278aac8f,1,False,['Blast'],['PRIMARY_000435']
UNIQUE_GROUP_002685,2636d8d5ab8c8ebeb7c1a6398754231bf3ff27820adaa2eb96cab9d933fab5e2,1,False,['Sheath blight'],['PRIMARY_007501']
UNIQUE_GROUP_002686,263f59f002b90e89edad90f39cbb7b6c705bd6dc45470d1125f268d702abbee6,1,False,['Brown spot'],['PRIMARY_010294']
UNIQUE_GROUP_002687,264b0dde9c9c4b5dcbb91fc1865b5eef3837abb0f2bbe50030a7b4f40084c186,1,False,['Blast'],['PRIMARY_000356']
UNIQUE_GROUP_002688,264ce6dedf4145eb96b2a65faba2a0c8479148b8269c68b881440451e20e1fdb,1,False,['Sheath blight'],['PRIMARY_017344']
UNIQUE_GROUP_002689,264d413db3019a0e14e3ede27025c628f5081f02f4566975b2a5843302a616a1,1,False,['Leaf smut'],['PRIMARY_013865']
UNIQUE_GROUP_002690,264e9776131f531719174b0a18613654c67ed2258683c77bacd67a4157d3a35c,1,False,['Blast'],['PRIMARY_000301']
UNIQUE_GROUP_002691,26546ee78edb3117c2702ed48a601c80014cf6316b4ba78ed0021ce5f99a896c,1,False,['Rice Tungro'],['PRIMARY_015326']
UNIQUE_GROUP_002692,265eb1345e1b2b2efa50936df13b2e556970742103bf90aa0155705c3ca94a21,1,False,['Rice Tungro'],['PRIMARY_015078']
UNIQUE_GROUP_002693,266bff3d6a4c200ee16ead4da88b1b1eee8b190e7b772ef938f0138dc2923c25,1,False,['Brown spot'],['PRIMARY_002840']
UNIQUE_GROUP_002694,266e66228a2fdc4560769c274350d7e3dc55c97730d54f707851e42910e91a98,1,False,['Rice Tungro'],['PRIMARY_015504']
UNIQUE_GROUP_002695,2671d93a866735f840dc1c07ca466efc13b9eb1b046a8e58fc9e46da9ce6bb38,1,False,['Sheath blight'],['PRIMARY_017856']
UNIQUE_GROUP_002696,267314b330258008fbebe2489f85713690dd0c51fc51a27f9628608e5697e7c8,1,False,['Rice Tungro'],['PRIMARY_015260']
UNIQUE_GROUP_002697,2673d8ed8eeb19c5a5f7141d9e51644b9c007d6e7322b27fa684d62f0a308eb0,1,False,['Brown spot'],['PRIMARY_009530']
UNIQUE_GROUP_002698,267825d619d0c7248b1d957a5bb355ba8daf77ae4821e233b8bfd41a0b2dfd6c,1,False,['Blast'],['PRIMARY_001043']
UNIQUE_GROUP_002699,2679bbef8036677e356e30d3417a127ca263e519b4709b422f5aa09981fdb844,1,False,['Rice Tungro'],['PRIMARY_004725']
UNIQUE_GROUP_002700,267b25f4468b9244e083307b2c9a513188a54652b488ca5026fae1045f954397,1,False,['Leaf smut'],['PRIMARY_003930']
UNIQUE_GROUP_002701,267be4989c20e3dd29d51965ac3288a063eccae7d7404dccc4e3eb6f1d153eaf,1,False,['Healthy'],['PRIMARY_013240']
UNIQUE_GROUP_002702,2686f21199c84ad6da4f03e942f0ee3af804db3e7a8fe06731e9e5fceefd490d,1,False,['Brown spot'],['PRIMARY_010276']
UNIQUE_GROUP_002703,2690a03c51c9c1ce7b8546acf41c778cd3a8e9fcc171d6ab14581d2c1f475912,1,False,['Blast'],['PRIMARY_000647']
UNIQUE_GROUP_002704,2692929188b813a965d1be73d4ff4288f2cc3b39af4ce8ffc0fb0e02f80b4394,1,False,['Sheath blight'],['PRIMARY_017066']
UNIQUE_GROUP_002705,2697db61252c9b209673c53805350bef2492ae6e2b6e096e4bd2f9d26622c53c,1,False,['Sheath blight'],['PRIMARY_016902']
UNIQUE_GROUP_002706,269e0279d833edc492895f120294954d03bfd4f36aa7bfe4fe995582367dac0d,1,False,['Brown spot'],['PRIMARY_002882']
UNIQUE_GROUP_002707,26a08b9bdad796dad3abaf3bf870ffa227d4940f2d4a1db652312af45200e7f7,1,False,['Brown spot'],['PRIMARY_010458']
UNIQUE_GROUP_002708,26a6addde4d19a2d28c31b44a77b1ce5f01cc3d8bf96be66c82f96e656dc35e4,1,False,['Healthy'],['PRIMARY_012953']
UNIQUE_GROUP_002709,26a89d01e8cb0acbde58222d70232f5036aaf88071e10f522028c1d8f5d1a671,1,False,['Rice Tungro'],['PRIMARY_014783']
UNIQUE_GROUP_002710,26af47f2cd5a4b9bc0f3bbab9fc80ba011e39a011fde5e9d0a4d2208b57ed0f5,1,False,['Rice Tungro'],['PRIMARY_016229']
UNIQUE_GROUP_002711,26af8464707e06f0e30a53e70acf2b7157fb658770a692425e0b455cbc3975a6,1,False,['Healthy'],['PRIMARY_011785']
UNIQUE_GROUP_002712,26b49c695ec20e907e300e176ab0c4cf051cf5e769a90eb001fb9c27cbb10d68,1,False,['Sheath blight'],['PRIMARY_008182']
UNIQUE_GROUP_002713,26b71c8809f3ad963c6845cabda20cf5607cb0fc5184694eda067731e89fa879,1,False,['Brown spot'],['PRIMARY_003210']
UNIQUE_GROUP_002714,26bae884a057e5f6b3e4523f0ad7310b247ea6d7eef36a303d11de137e4a2ff1,1,False,['Brown spot'],['PRIMARY_010131']
UNIQUE_GROUP_002715,26bb18fa2b8efaa05e7b806d137bf2d2fb9ba001fbcd004e7e38ced59149fd21,1,False,['Rice Tungro'],['PRIMARY_014466']
UNIQUE_GROUP_002716,26bd61996e2d34aecce3b9a661c812e83a5ac6de0c0cf9ab9f4914ebc55bd4f2,1,False,['Sheath blight'],['PRIMARY_007800']
UNIQUE_GROUP_002717,26c68dd2b815072efffda12df6175b99d795f83b32b8c9d40608876e22825d8f,1,False,['Rice Tungro'],['PRIMARY_006436']
UNIQUE_GROUP_002718,26d0fca513891ac974c47f345fcbe5d5454e13ba9223eda3ffac57d700a1c787,1,False,['Sheath blight'],['PRIMARY_007085']
UNIQUE_GROUP_002719,26d16ef45796337488c518b5a5ffd3f46b5e97a96f222fa2c795d381ba5324bb,1,False,['Blast'],['PRIMARY_000298']
UNIQUE_GROUP_002720,26d3bf37361da5294fe9319a85c139df4c092aeec94122d47dc3b99b6590dcbb,1,False,['Blast'],['PRIMARY_008294']
UNIQUE_GROUP_002721,26d5ec20364d6124820cdca7c9708c8e5f634bc51ba780d61544df8e0e3ba2d7,1,False,['Sheath blight'],['PRIMARY_016803']
UNIQUE_GROUP_002722,26e2dff8715bd8c682d30404da2ba877654152f70973d297e30d413a0d3d4028,1,False,['Rice Tungro'],['PRIMARY_004648']
UNIQUE_GROUP_002723,26e883f7dc4a0b8af328057423647024224e0cb9dc72f4794918d80ad56e976b,1,False,['Brown spot'],['PRIMARY_011337']
UNIQUE_GROUP_002724,26ec5c1d39f26de77f23d6cd49aacf480cdc634c3d19718f0a474a35ab3683da,1,False,['Blast'],['PRIMARY_009356']
UNIQUE_GROUP_002725,26f59de182af56786d41ef5c0a103b42cd2c1b85cf25cc0659cc7384b6e36be4,1,False,['Rice Tungro'],['PRIMARY_014746']
UNIQUE_GROUP_002726,270017a5684c61ad18b4defc44e98e79c4a7b1f4485f42e904273a1a99fedc9b,1,False,['Leaf smut'],['PRIMARY_004122']
UNIQUE_GROUP_002727,27002418fb67c66b9a228bf43aceeb264dcb97b37b472c58e6eec162411c3fe6,1,False,['Brown spot'],['PRIMARY_001857']
UNIQUE_GROUP_002728,2703ecd2351c0cb5c7d65dcbc5951fb527d671b37a9b705692c65e722a0f2be7,1,False,['Rice Tungro'],['PRIMARY_004710']
UNIQUE_GROUP_002729,270450488ca17a19d049971ea3d9aadea30c8e93c25b8957b552370ba8639b94,1,False,['Rice Tungro'],['PRIMARY_016054']
UNIQUE_GROUP_002730,27076066ac24e2541927cdb22ae6ed6c27829952cfc963a6f3e57586fd237ebd,1,False,['Sheath blight'],['PRIMARY_007335']
UNIQUE_GROUP_002731,270862f04ebd1844a074c60e6febec8df11df06e7393c1f7b6ade2fd1dfd7e6f,1,False,['Healthy'],['PRIMARY_013139']
UNIQUE_GROUP_002732,2712274d764d582fb0f54ce29cda29622fed33fd4811f37736718ea2a9dc6c42,1,False,['Sheath blight'],['PRIMARY_007538']
UNIQUE_GROUP_002733,27155d0e63d2df6bc6c526476f84dfe2081c0c595e0623515bcc8e43409c74e9,1,False,['Blast'],['PRIMARY_009385']
UNIQUE_GROUP_002734,2716dff3e795dbd4576fa1260f46b58d0a96443c24d638b911a859406d649354,1,False,['Brown spot'],['PRIMARY_002610']
UNIQUE_GROUP_002735,2722f9a8da6fbf8de2d767280c60bbf325156ce1d4d28fc01c5f1ba4db81ba2c,1,False,['Brown spot'],['PRIMARY_002908']
UNIQUE_GROUP_002736,2723436837d08646b4b6636db24517c792d69ecf813ff9f72b07b4bb6b9a764a,1,False,['Blast'],['PRIMARY_008942']
UNIQUE_GROUP_002737,27286a5a205c438e11ff6a14899b2f5d914148a584f6dacfc0816f40faf2cc6f,1,False,['Leaf smut'],['PRIMARY_013437']
UNIQUE_GROUP_002738,2728bbd3bf3894d5e6317ca0891a8e538f3c979867383122aaad014bc9ecdb07,1,False,['Sheath blight'],['PRIMARY_007885']
UNIQUE_GROUP_002739,2729a735cc195a9eee97f2136bb07b6e9710a1f4a01df091ccffb78286b07960,1,False,['Rice Tungro'],['PRIMARY_015921']
UNIQUE_GROUP_002740,272bdede55d548f766775a29692b3bf9eca0915f5fb36a8fe7d45aadc674a373,1,False,['Blast'],['PRIMARY_000331']
UNIQUE_GROUP_002741,272c06c4ee9d6429f82241579da02cd848e1616b9a2eec5d25801cb0d88f0e3c,1,False,['Brown spot'],['PRIMARY_001605']
UNIQUE_GROUP_002742,272f607bab059a2e63af7065d7b5c6bbde58f5e3b8ea791fcc58f2ab9faf8375,1,False,['Healthy'],['PRIMARY_013189']
UNIQUE_GROUP_002743,273cd8e044ba0c8d0ffa0bebaed9d6bbe017e6accfcda530643e72f58da70b1e,1,False,['Rice Tungro'],['PRIMARY_005515']
UNIQUE_GROUP_002744,273d1d479cfeb37ff5e1a65ad688eb4b83ce29e0451cdf28afbf7ab009d06f23,1,False,['Rice Tungro'],['PRIMARY_005286']
UNIQUE_GROUP_002745,273dfd2c938e49861d88e5759f04cd08afb0fd21ea676b0c066bc2c1f47a9b23,1,False,['Blast'],['PRIMARY_000549']
UNIQUE_GROUP_002746,2740ca63eda4c46e0a9978f7a6c6360f5f845de790fb3a3bccc86aa63cce2742,1,False,['Rice Tungro'],['PRIMARY_005859']
UNIQUE_GROUP_002747,2743ddc350697e56ff0b71d4a81aa31f68ef55726e47edacbd9ee0c3f299d0ab,1,False,['Healthy'],['PRIMARY_012521']
UNIQUE_GROUP_002748,2744e4fd942742504c9365551071623b229bbe67fff581b9fbf21c0658ec873e,1,False,['Sheath blight'],['PRIMARY_016472']
UNIQUE_GROUP_002749,274726b03d7b299560dded4f4bcf0aa543f5198841165388ec51fc183af110d9,1,False,['Healthy'],['PRIMARY_012438']
UNIQUE_GROUP_002750,27485f8c32de17a415a9f7a6bce9a28a46fbb04e4df9fc5e9491761bdb02d48b,1,False,['Sheath blight'],['PRIMARY_017839']
UNIQUE_GROUP_002751,274b95feab150b5b110a4baae071396b814e5ea9f58a71bdcdd80d533c8b732e,1,False,['Sheath blight'],['PRIMARY_017842']
UNIQUE_GROUP_002752,27503142252dfe1ee48f66d9baf72bc09616f1f4982fac527c32a9baf6b39f3c,1,False,['Sheath blight'],['PRIMARY_016677']
UNIQUE_GROUP_002753,275447361b24cf628a976de179c0e82551cda0edb96ba59ffbb29e31d7145f5b,1,False,['Leaf smut'],['PRIMARY_013564']
UNIQUE_GROUP_002754,275d42e8db2cc8980f52bed364a47db9801dc936e1fde9e9abf1af7cdcc84ca4,1,False,['Brown spot'],['PRIMARY_002470']
UNIQUE_GROUP_002755,275eb86b07ef96fa11b643b5dafbc89191e87679a74ed8609ead1554d8f3578e,1,False,['Blast'],['PRIMARY_000926']
UNIQUE_GROUP_002756,27610161c922cecf4d193c46178b8d8c90b013095b85cb67015590c7a265da01,1,False,['Brown spot'],['PRIMARY_010861']
UNIQUE_GROUP_002757,27625b17c845f6b3a2d9af1413f693b002d931671ae8c43595d4c7cc395c1eed,1,False,['Brown spot'],['PRIMARY_010734']
UNIQUE_GROUP_002758,276411179a7d7dc4610d6415c4f66a33d5ed4a4be43d3b0186004d68c0abaa03,1,False,['Brown spot'],['PRIMARY_002653']
UNIQUE_GROUP_002759,27656fe27f37976bb2ff0adfa11b66fc0577c782cd2c10198cb2039e97dca291,1,False,['Blast'],['PRIMARY_000246']
UNIQUE_GROUP_002760,276d6ef7d708b3dc82093c533dfdb4cdaad8eb60ba628e2bec750236db07fee0,1,False,['Healthy'],['PRIMARY_011835']
UNIQUE_GROUP_002761,277336185339e1d6a107c8bc629f292f32c3477006d4da6d7c77079b8ac5b180,1,False,['Rice Tungro'],['PRIMARY_015587']
UNIQUE_GROUP_002762,2774fe1c63b5d2b69837b3f4311e125dbb851d3aac546aa20ba98909edd15444,1,False,['Sheath blight'],['PRIMARY_016705']
UNIQUE_GROUP_002763,277606f0b40bb63ab4f5331a64233769750694373cd907d95953ce1dcdf51802,1,False,['Rice Tungro'],['PRIMARY_015062']
UNIQUE_GROUP_002764,277708c411d979b7fc5e01262271d70be5044fd968753679356af5e09282043c,1,False,['Rice Tungro'],['PRIMARY_005459']
UNIQUE_GROUP_002765,277d59e7e35b57894f5155eb20a492148b4cc65529578f68c79b1a8b1d65139e,1,False,['Leaf smut'],['PRIMARY_004068']
UNIQUE_GROUP_002766,27811e5fc476b199840b171420de6f0774f840b631ed517664f523f791bc43fc,1,False,['Blast'],['PRIMARY_008387']
UNIQUE_GROUP_002767,278fdb11447799a03d9147ff2b60684f930ab5a3e0c3bcd59206f24b858658bc,1,False,['Rice Tungro'],['PRIMARY_005238']
UNIQUE_GROUP_002768,2793317c59347cd8035401e6454a77753a26c0bbc89ba604cdec1280909e1c79,1,False,['Brown spot'],['PRIMARY_001336']
UNIQUE_GROUP_002769,27975d2a751eeaca82c9cf4358102c375af3061a29b7afa442d855b34851be2c,1,False,['Rice Tungro'],['PRIMARY_015981']
UNIQUE_GROUP_002770,279aa906b3a1982e0ea9780ef5bf77e73e5ada37c0b11651ca35f5fe86703ec9,1,False,['Blast'],['PRIMARY_008389']
UNIQUE_GROUP_002771,279c7212b2ec449e53b64b5d3c60158ce1b2da1d172369c4b34fb19721cfc8c5,1,False,['Brown spot'],['PRIMARY_010033']
UNIQUE_GROUP_002772,279ebdec18654b0fc99f12aba809f22c8909871bb7394b605cafd416cfd1415b,1,False,['Leaf smut'],['PRIMARY_003638']
UNIQUE_GROUP_002773,279f93e0ab0a2e384be6aeb27b012b82253c2f4ca272e17bc2f74d31de79c0ac,1,False,['Blast'],['PRIMARY_000825']
UNIQUE_GROUP_002774,27a0cb0140ae4b100b14e717707428a176d5f89e4de27576eb1d357d0249ef4e,1,False,['Brown spot'],['PRIMARY_002341']
UNIQUE_GROUP_002775,27a6d06b443c0ad802c338f5c33a61c8418fd9e5c353b82621716b997ece5aad,1,False,['Sheath blight'],['PRIMARY_007686']
UNIQUE_GROUP_002776,27a8f17776d3881c47a725f10cb1950af478925113b60fca51d34ea0de461a71,1,False,['Blast'],['PRIMARY_009327']
UNIQUE_GROUP_002777,27aa5797b6d738565ae9347c392d624d52e9346eb4531415abf218ae2504c755,1,False,['Sheath blight'],['PRIMARY_016669']
UNIQUE_GROUP_002778,27b0091dc29bed361a7ac8f885a1dfa3bcbbdb5f9a50f212142d1c757cbd2841,1,False,['Sheath blight'],['PRIMARY_017702']
UNIQUE_GROUP_002779,27b02350a4ae3ddc004a0b2d838131ed723d3b317c3c687ab802a90d620a2fca,1,False,['Brown spot'],['PRIMARY_001467']
UNIQUE_GROUP_002780,27b807eaeefc8bee6cff0b488d453559dcf0d452a8a74af7830f9be5918eefdc,1,False,['Sheath blight'],['PRIMARY_017265']
UNIQUE_GROUP_002781,27ba2edfcc56a75f6ae88362eb3bb1ca92ad9e0498091a8d548a451c7687aee5,1,False,['Sheath blight'],['PRIMARY_017275']
UNIQUE_GROUP_002782,27ba8f73cdeda0d0c2e06d058c325f1c427187180c5097612d0a69b77ede2a4d,1,False,['Blast'],['PRIMARY_001075']
UNIQUE_GROUP_002783,27bad3abe8ba70e159b34234a3002b786c7f761d73a1e3db124df6bd3f86aa28,1,False,['Leaf smut'],['PRIMARY_013965']
UNIQUE_GROUP_002784,27bc56e0a201172b4874a7df83d89d348e73f9df87a5e3f4b8827a032916956e,1,False,['Rice Tungro'],['PRIMARY_015151']
UNIQUE_GROUP_002785,27c3f9dd67bda390060396b58da93821f44eade4b25df362d262cbe758aed46f,1,False,['Rice Tungro'],['PRIMARY_015405']
UNIQUE_GROUP_002786,27d7246876504d873bf2d621d881cbbcbddb60968f33a88f27b735edf7914b8b,1,False,['Leaf smut'],['PRIMARY_013619']
UNIQUE_GROUP_002787,27d980624bf7534799d6cb78a208fe21e169e0d70bf7c361dc720baf8a255a3d,1,False,['Sheath blight'],['PRIMARY_008171']
UNIQUE_GROUP_002788,27dd2596909fe8fbf40b09a861335e3dc4ee2595c927cbddd51e82fcc58b255e,1,False,['Blast'],['PRIMARY_000564']
UNIQUE_GROUP_002789,27df63e1fb10080802eb53fb3be98fdf0c8a80225768e81121b06628a492326c,1,False,['Rice Tungro'],['PRIMARY_004345']
UNIQUE_GROUP_002790,27e2ddc83fd7b8dd345bd48957c99ca0454f827b6395e06aa1499d0389d72770,1,False,['Brown spot'],['PRIMARY_003492']
UNIQUE_GROUP_002791,27e725f56fa8c3fdb892af3e6077c517bfda214d670754979f593e142bc3448a,1,False,['Brown spot'],['PRIMARY_002978']
UNIQUE_GROUP_002792,27f125cd3793bb961578e1bccc85ed22ee24ad280f66d1221ea70fc088231797,1,False,['Healthy'],['PRIMARY_012314']
UNIQUE_GROUP_002793,27f5fd455ca3001b35dde5fe5a5cb0148c7f0a378884b6d00bb8371692677d6c,1,False,['Rice Tungro'],['PRIMARY_014058']
UNIQUE_GROUP_002794,27f6960b9d40898199d0b7c7ecf78430c48ddc5d9f9882afc33dc35133147518,1,False,['Rice Tungro'],['PRIMARY_016134']
UNIQUE_GROUP_002795,27f72d7a485e8a89354177e37ed06491aea6029aad797e8c25acf017673273fe,1,False,['Sheath blight'],['PRIMARY_007685']
UNIQUE_GROUP_002796,27f7cb940687e8c2493e7349cbcf17aa65e85e36c702bdc2bd5a0f10f596fbc5,1,False,['Rice Tungro'],['PRIMARY_004772']
UNIQUE_GROUP_002797,27f8c3d0ec0d80550f2078a66d1c3d669893f2ac32aa26138151aeb1aaaed4fe,1,False,['Rice Tungro'],['PRIMARY_004926']
UNIQUE_GROUP_002798,27fb834a7ceb578cf4449a75954d1430284b8e20871f63a98c5ade966bac3835,1,False,['Brown spot'],['PRIMARY_002505']
UNIQUE_GROUP_002799,27fded947dcf291790e68af7f6899511059b5e2a059aed78f62abef2c159311f,1,False,['Rice Tungro'],['PRIMARY_015655']
UNIQUE_GROUP_002800,280185e0a1848eaee871f47659a1992f8f998eed8f8fa1aedf479a53c61c6769,1,False,['Brown spot'],['PRIMARY_009732']
UNIQUE_GROUP_002801,2801ed51d91c6290b9cc90dc094157d2f0adb477e69bdba3c97e866ccf8e5381,1,False,['Sheath blight'],['PRIMARY_007309']
UNIQUE_GROUP_002802,2802b322154e0083638136b852a55b652b3addd669cd4be02f2a70268916a068,1,False,['Rice Tungro'],['PRIMARY_004435']
UNIQUE_GROUP_002803,2803c8a9a09e6b20ce2d102303229c74011e2f62b9ff48d85abd8e9d01e52d80,1,False,['Brown spot'],['PRIMARY_003286']
UNIQUE_GROUP_002804,280b684973d3aef5cb738cdbc038c26c713ced4fce9c4c85107e128a7d44c25e,1,False,['Healthy'],['PRIMARY_012887']
UNIQUE_GROUP_002805,280f2c8d45de1e2778c90591e6ca4bd57d4e333a411d56937fe513192ca6a339,1,False,['Brown spot'],['PRIMARY_009644']
UNIQUE_GROUP_002806,281e90d79adcdc137931c3556231c7f7f487ec801ef8b9ca1f9782473ababa95,1,False,['Sheath blight'],['PRIMARY_007164']
UNIQUE_GROUP_002807,282083b81c458519bb4347fbf093010bdbf5af3da04e99013becd05f7d440475,1,False,['Healthy'],['PRIMARY_012474']
UNIQUE_GROUP_002808,28229913eeb0a2a2aeafd0e1acd427dce7384c7295410b61293a6306ce3bb2d1,1,False,['Rice Tungro'],['PRIMARY_015383']
UNIQUE_GROUP_002809,282564e35d96960889294fd2e414e300ad4c57c0726944a5264ed6025ade8a7d,1,False,['Rice Tungro'],['PRIMARY_004791']
UNIQUE_GROUP_002810,2828e5feab6d8b5ddac85f21b101981e6d8a0f94bc92238820df49b6575911d9,1,False,['Rice Tungro'],['PRIMARY_015202']
UNIQUE_GROUP_002811,282fcd908e37caf0854cc9a9163206575e0c800bc467f697ae242d22e173560d,1,False,['Sheath blight'],['PRIMARY_007964']
UNIQUE_GROUP_002812,2831571321616a0e95df9878be9de34cc10a2352ea09f86fa1fd21167915df9b,1,False,['Sheath blight'],['PRIMARY_006482']
UNIQUE_GROUP_002813,28322bf0255be19f95a8bbf0e0e73924d3a37306b5bd1f7d655b15f4601863d1,1,False,['Blast'],['PRIMARY_009121']
UNIQUE_GROUP_002814,2834a35e840d6fbfae1693f57b1c22390cd94512385d5848cccbfabd60b94399,1,False,['Leaf smut'],['PRIMARY_013984']
UNIQUE_GROUP_002815,2837a92daa8eb1d4c307a54038d4a2e272e7aedb92402435aefe45b1c6f19aab,1,False,['Brown spot'],['PRIMARY_002529']
UNIQUE_GROUP_002816,283b99b0d39363f9391fd2c053ec181f2725ad87df05d16f0edd56c2f7fc85b7,1,False,['Healthy'],['PRIMARY_012590']
UNIQUE_GROUP_002817,2840c90b464b7122d84a77780abef36ae59fd4fb582335252e52076a52e247b7,1,False,['Rice Tungro'],['PRIMARY_016072']
UNIQUE_GROUP_002818,2846a58a6508032ec7783019ccf9c2330a8f940ee5aad9c9eaf0bc1a98beef1f,1,False,['Brown spot'],['PRIMARY_009586']
UNIQUE_GROUP_002819,285f9d3d57bffbc677148a87aa80d218b1ea29b3b3fc9677d1c6625edb45d760,1,False,['Healthy'],['PRIMARY_012248']
UNIQUE_GROUP_002820,28610d0711e28638d6b8f6f0ed04ddb4a1e1a8d32f5ddb98ce74819cf52ef589,1,False,['Sheath blight'],['PRIMARY_016903']
UNIQUE_GROUP_002821,28617af3b58bf91859d30845b447bf6d1d98a7a915782380709e4466cb117007,1,False,['Leaf smut'],['PRIMARY_013433']
UNIQUE_GROUP_002822,286ba732955471f48aff5b0474128beff1887974306ef19baccd32bbfccbe64b,1,False,['Rice Tungro'],['PRIMARY_004599']
UNIQUE_GROUP_002823,286f1f9c4692c913911ec15a0aa143657af5479698fc4466e308156913bf54b4,1,False,['Sheath blight'],['PRIMARY_007643']
UNIQUE_GROUP_002824,2870fd45a5b468f3cc4eeee84de3b4687d3466a2de756d0d176682ee953151a9,1,False,['Brown spot'],['PRIMARY_010411']
UNIQUE_GROUP_002825,287129579712de96b130fe912608f2440f58caae6a78aa6ce0756ed3ba9c904d,1,False,['Blast'],['PRIMARY_009144']
UNIQUE_GROUP_002826,287486c54b2fa00766aa15f634979590dc554265d6541f4fdc2a2d55e26abae0,1,False,['Leaf smut'],['PRIMARY_003765']
UNIQUE_GROUP_002827,287a3613e805a8a4ac117497ef86feb61c0aa782d489147dfed995ac715bcd03,1,False,['Sheath blight'],['PRIMARY_016438']
UNIQUE_GROUP_002828,287cd04a11d54c4f021b7a8fabf24c63f2203a4917eca606a616b6400c736868,1,False,['Rice Tungro'],['PRIMARY_005438']
UNIQUE_GROUP_002829,287e10c6af367090dcf9a1c1c250f42b60273f7cf5c1ad0032a441a0182a1a60,1,False,['Leaf smut'],['PRIMARY_004050']
UNIQUE_GROUP_002830,287e88fca02833adf0619213c637d7eae78ec6ba50d8359cd428ea81f0632b4b,1,False,['Brown spot'],['PRIMARY_002039']
UNIQUE_GROUP_002831,2881e03ca40d30c22abc09905ddc79abf53a7d4421eb24e55e697cc3bb5af3d9,1,False,['Brown spot'],['PRIMARY_002655']
UNIQUE_GROUP_002832,288b46cd5de0cb2bcccf9e9191752981764b8f454e3cccf44576f165cc02876a,1,False,['Healthy'],['PRIMARY_013178']
UNIQUE_GROUP_002833,288d17b4f11e77ddd41ccd566663145502eb79ac850b916f209927a13382bdef,1,False,['Brown spot'],['PRIMARY_010149']
UNIQUE_GROUP_002834,288dbf6a6bdce894b506cbf53bf822156c132541c18fbc792d5ee38b26cb61a3,1,False,['Blast'],['PRIMARY_009134']
UNIQUE_GROUP_002835,2890c7956dde80aa762bb3c288811776519d65c45d91af8a73b372230c9f31db,1,False,['Brown spot'],['PRIMARY_009725']
UNIQUE_GROUP_002836,2892070c99e1be1b5da2a1e218b24b6f63d4296072cfff3f4050519cfbfe11a0,1,False,['Rice Tungro'],['PRIMARY_005495']
UNIQUE_GROUP_002837,28938d6001c6de02ed5115bedfdeb1b5074058dc7ff8cdfe1b141b62c5f91e93,1,False,['Rice Tungro'],['PRIMARY_006032']
UNIQUE_GROUP_002838,2894574432dff7e17f7b9c45173434bb96c868368e3f87d77b1e066bdffd9dc7,1,False,['Sheath blight'],['PRIMARY_016319']
UNIQUE_GROUP_002839,2898aae66fc1dd7e24e27dfbe7f4a27a2083052b5df5c45d625d94d88b6a5368,1,False,['Blast'],['PRIMARY_008502']
UNIQUE_GROUP_002840,28995be99566b1b2e48e0eb1e61b5251af393fd96f89fd93d2f5f65d68cebfa0,1,False,['Brown spot'],['PRIMARY_003476']
UNIQUE_GROUP_002841,289f4cd38ff952c2701fcbfc0f2a5c07a858e323b872ff5713635b530b259eb5,1,False,['Leaf smut'],['PRIMARY_013835']
UNIQUE_GROUP_002842,28a422d5c093aceb9f5faac12f8d6a4ea10c2a120e7961763a0d078e41900d35,1,False,['Sheath blight'],['PRIMARY_007996']
UNIQUE_GROUP_002843,28a7734934ecfcc7dabe9779a4d1ade1b40dd21838fbb45e83b659fe5fd986a5,1,False,['Brown spot'],['PRIMARY_002431']
UNIQUE_GROUP_002844,28a9bcf5e99fe1db924c98afcd619c468dcbdf1b725635d1d7f3fca8438d1aa0,1,False,['Healthy'],['PRIMARY_012174']
UNIQUE_GROUP_002845,28abd51e83b356dfeda71eac7dfcbe30fcb7147a8ffa0ee24b60841ceeb2df09,1,False,['Brown spot'],['PRIMARY_001865']
UNIQUE_GROUP_002846,28ad6ee6fddd69ddf0bc8dc7dac0b2764ea9e697070a2863ed9ad57b89680705,1,False,['Brown spot'],['PRIMARY_002972']
UNIQUE_GROUP_002847,28ae12b8fc0efa935f2b668b8f6dc33b23c7741f700bf1e07339fd1419fffb23,1,False,['Brown spot'],['PRIMARY_001457']
UNIQUE_GROUP_002848,28bd46650708d5092bc53ab53a18ef9ef76f96ccdf029729cb70e1f3615ce906,1,False,['Blast'],['PRIMARY_008971']
UNIQUE_GROUP_002849,28bde046742ca99ba06e98cb041325e364d0ae9673decd56102b1140af613f14,1,False,['Sheath blight'],['PRIMARY_006858']
UNIQUE_GROUP_002850,28bf970c3b99e699bc7a55cfbc50adaf4bf80bf21da27c31cfb4c9011dff2866,1,False,['Leaf smut'],['PRIMARY_003598']
UNIQUE_GROUP_002851,28c04b93d233f400509e56bc9d2bf98952be88723460685dd94f0a293c79230c,1,False,['Blast'],['PRIMARY_000369']
UNIQUE_GROUP_002852,28c179bfee6287cf84e491ddffefd4d813a0a73a3e2b69d9981f3086bc215167,1,False,['Sheath blight'],['PRIMARY_017295']
